id,q,r,temp_c,precip_mm,wind,wind_strength,rain_shadow,seasonality,season_label,water_code,water,river,major_river,lake,inland_sea,salt_pan,wetland,floodplain,ice,wt_depth_m,wt_class,soil,soil_code,vegetation,veg_code,climate_resource_tags,resources_merged,food_proxy,food,endorheic
H+15+00,15,0,6.29,825.4,ocean_westerly,0.825,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+16+00,16,0,6.35,798.2,ocean_westerly,0.917,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+17+00,17,0,4.8,778.0,windward,0.807,False,0.576,moderate,0,none,False,False,False,False,False,False,False,False,6.93,shallow_well,glacial till,2,boreal forest,3,timber,timber|clay,1.0,modest,False
H+18+00,18,0,4.81,779.1,open_westerly,0.702,False,0.566,moderate,0,none,False,False,False,False,False,False,False,False,6.68,shallow_well,glacial till,2,boreal forest,3,timber,timber|clay,1.0,modest,False
H+19+00,19,0,4.77,772.9,open_westerly,0.702,False,0.556,moderate,0,none,False,False,False,False,False,False,False,False,6.55,shallow_well,glacial till,2,boreal forest,3,timber,timber|clay,1.0,modest,False
H+20+00,20,0,4.81,763.2,open_westerly,0.689,False,0.546,moderate,2,river,True,False,False,False,False,False,True,False,1.5,spring_line,loam,4,boreal forest,3,timber,timber|clay,1.0,modest,False
H+21+00,21,0,4.79,755.8,open_westerly,0.686,False,0.535,moderate,0,none,False,False,False,False,False,False,False,False,6.46,shallow_well,glacial till,2,boreal forest,3,timber,timber|clay,1.0,modest,False
H+22+00,22,0,5.53,693.7,open_westerly,0.701,False,0.524,moderate,0,none,False,False,False,False,False,False,False,False,6.97,shallow_well,sandy coastal,6,grassland/pasture,5,pasture,pasture|clay,2.0,good,False
H+23+00,23,0,4.22,750.0,open_westerly,0.699,False,0.513,moderate,0,none,False,False,False,False,False,False,False,False,6.73,shallow_well,glacial till,2,boreal forest,3,timber,timber|clay,1.0,modest,False
H+24+00,24,0,3.93,757.9,open_westerly,0.692,False,0.501,moderate,0,none,False,False,False,False,False,False,False,False,6.86,shallow_well,glacial till,2,boreal forest,3,timber,timber|metals,1.0,modest,False
H+25+00,25,0,3.91,767.6,open_westerly,0.661,False,0.49,moderate,0,none,False,False,False,False,False,False,False,False,6.93,shallow_well,glacial till,2,boreal forest,3,timber,timber|metals|gems,1.0,modest,False
H+26+00,26,0,3.16,782.4,open_westerly,0.725,False,0.479,moderate,0,none,False,False,False,False,False,False,False,False,7.43,shallow_well,glacial till,2,boreal forest,3,timber,timber|metals|gems,1.0,modest,False
H+27+00,27,0,2.07,871.6,windward,0.75,False,0.469,moderate,0,none,False,False,False,False,False,False,False,False,7.6,shallow_well,glacial till,2,boreal forest,3,timber,timber|stone|metals|gems,1.0,modest,False
H+28+00,28,0,0.79,985.9,windward,0.763,False,0.465,moderate,0,none,False,False,False,False,False,False,False,False,7.63,shallow_well,glacial till,2,boreal forest,3,timber,timber|stone|metals|gems,1.0,modest,False
H+29+00,29,0,1.78,405.0,leeward,0.554,True,0.673,strong,8,salt_pan,False,False,False,False,True,False,False,False,10.95,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+30+00,30,0,1.69,424.4,calm_interior,0.629,True,0.681,strong,8,salt_pan,False,False,False,False,True,False,False,False,10.93,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+31+00,31,0,1.6,428.2,calm_interior,0.623,True,0.691,strong,8,salt_pan,False,False,False,False,True,False,False,False,10.98,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+32+00,32,0,1.51,434.1,calm_interior,0.618,True,0.701,strong,8,salt_pan,False,False,False,False,True,False,False,False,10.88,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+33+00,33,0,1.45,442.5,calm_interior,0.612,True,0.713,strong,8,salt_pan,False,False,False,False,True,False,False,False,10.61,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+34+00,34,0,1.45,450.2,calm_interior,0.606,True,0.725,strong,8,salt_pan,False,False,False,False,True,False,False,False,10.3,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+35+00,35,0,1.5,457.2,calm_interior,0.601,True,0.738,strong,8,salt_pan,False,False,False,False,True,False,False,False,10.09,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+36+00,36,0,1.57,460.2,calm_interior,0.595,True,0.751,strong,8,salt_pan,False,False,False,False,True,False,False,False,10.09,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+37+00,37,0,1.64,463.4,calm_interior,0.589,True,0.765,strong,8,salt_pan,False,False,False,False,True,False,False,False,10.19,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+38+00,38,0,1.68,466.9,calm_interior,0.584,True,0.779,strong,8,salt_pan,False,False,False,False,True,False,False,False,10.19,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+39+00,39,0,1.02,935.2,open_westerly,0.64,False,0.593,moderate,0,none,False,False,False,False,False,False,False,False,7.27,shallow_well,glacial till,2,boreal forest,3,,,1.0,modest,False
H+40+00,40,0,2.32,823.0,leeward,0.471,False,0.607,moderate,0,none,False,False,False,False,False,False,False,False,7.05,shallow_well,glacial till,2,boreal forest,3,,,1.0,modest,False
H+41+00,41,0,3.45,847.4,leeward,0.479,False,0.621,moderate,0,none,False,False,False,False,False,False,False,False,6.08,shallow_well,glacial till,2,boreal forest,3,,,1.0,modest,False
H+42+00,42,0,5.27,795.6,open_westerly,0.497,False,0.634,moderate,2,river,True,False,False,False,False,False,True,False,1.5,spring_line,loam,4,boreal forest,3,,limestone_karst,1.0,modest,False
H+43+00,43,0,4.63,876.7,open_westerly,0.528,False,0.647,moderate,2,river,True,False,False,False,False,False,True,False,1.5,spring_line,loam,4,boreal forest,3,,,1.0,modest,False
H+44+00,44,0,6.47,912.0,ocean_westerly,0.541,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+45+00,45,0,6.45,919.3,ocean_westerly,0.612,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+46+00,46,0,6.4,913.0,ocean_westerly,0.602,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+47+00,47,0,6.35,902.9,ocean_westerly,0.596,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+48+00,48,0,6.31,887.2,ocean_westerly,0.595,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+49+00,49,0,6.29,868.7,ocean_westerly,0.589,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+50+00,50,0,6.31,865.6,ocean_westerly,0.587,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+51+00,51,0,6.36,864.0,ocean_westerly,0.665,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+52+00,52,0,6.41,868.7,ocean_westerly,0.571,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+53+00,53,0,6.46,881.9,ocean_westerly,0.565,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+54+00,54,0,6.5,889.1,ocean_westerly,0.564,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+55+00,55,0,6.51,887.7,ocean_westerly,0.561,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+56+00,56,0,6.52,877.5,ocean_westerly,0.538,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+57+00,57,0,6.51,850.8,ocean_westerly,0.546,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+58+00,58,0,6.5,819.3,ocean_westerly,0.54,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+59+00,59,0,6.47,794.9,ocean_westerly,0.533,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+60+00,60,0,6.42,776.3,ocean_westerly,0.526,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+61+00,61,0,6.35,761.4,ocean_westerly,0.52,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+62+00,62,0,6.24,746.4,ocean_westerly,0.514,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+63+00,63,0,6.13,732.5,ocean_westerly,0.506,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+64+00,64,0,6.03,723.5,ocean_westerly,0.501,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+65+00,65,0,5.96,720.9,ocean_westerly,0.494,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+66+00,66,0,5.93,726.8,ocean_westerly,0.486,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+67+00,67,0,5.93,737.5,ocean_westerly,0.479,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+68+00,68,0,5.94,742.6,ocean_westerly,0.471,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+69+00,69,0,5.96,749.2,ocean_westerly,0.464,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+70+00,70,0,5.99,752.9,ocean_westerly,0.46,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+71+00,71,0,6.04,752.4,ocean_westerly,0.457,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+72+00,72,0,6.11,750.8,ocean_westerly,0.45,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+73+00,73,0,6.22,737.0,ocean_westerly,0.443,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+74+00,74,0,6.34,714.3,ocean_westerly,0.437,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+75+00,75,0,6.47,696.2,ocean_westerly,0.432,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+76+00,76,0,6.56,674.4,ocean_westerly,0.424,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+77+00,77,0,6.6,659.2,ocean_westerly,0.416,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+78+00,78,0,6.61,652.6,ocean_westerly,0.409,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+79+00,79,0,6.61,648.6,ocean_westerly,0.402,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+00+01,0,1,6.29,904.9,ocean_westerly,0.92,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+01+01,1,1,6.29,905.2,ocean_westerly,0.917,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+02+01,2,1,6.29,907.2,ocean_westerly,0.912,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+03+01,3,1,6.3,911.0,ocean_westerly,0.904,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+04+01,4,1,6.29,919.9,ocean_westerly,0.893,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+05+01,5,1,6.29,929.8,ocean_westerly,0.885,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+06+01,6,1,6.27,925.7,ocean_westerly,0.879,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+07+01,7,1,6.26,921.1,ocean_westerly,0.876,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+08+01,8,1,6.25,923.1,ocean_westerly,0.87,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+09+01,9,1,6.25,918.6,ocean_westerly,0.864,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+10+01,10,1,6.27,908.7,ocean_westerly,0.856,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+11+01,11,1,6.31,900.2,ocean_westerly,0.849,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+12+01,12,1,6.37,890.9,ocean_westerly,0.843,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+13+01,13,1,6.43,882.1,ocean_westerly,0.836,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+14+01,14,1,6.49,860.0,ocean_westerly,0.941,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+15+01,15,1,6.55,830.2,ocean_westerly,0.823,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+16+01,16,1,6.61,806.4,ocean_westerly,0.827,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+17+01,17,1,5.04,775.9,open_westerly,0.79,False,0.572,moderate,0,none,False,False,False,False,False,False,False,False,2.5,spring_line,glacial till,2,boreal forest,3,timber,timber|clay,1.0,modest,False
H+18+01,18,1,5.07,769.6,open_westerly,0.701,False,0.562,moderate,0,none,False,False,False,False,False,False,False,False,2.5,shallow_well,glacial till,2,boreal forest,3,timber,timber|clay,1.0,modest,False
H+19+01,19,1,5.04,764.6,open_westerly,0.701,False,0.552,moderate,2,river,True,False,False,False,False,False,True,False,1.5,spring_line,loam,4,boreal forest,3,timber,timber|clay,1.0,modest,False
H+20+01,20,1,5.01,757.0,open_westerly,0.694,False,0.541,moderate,2,river,True,False,False,False,False,False,True,False,1.5,spring_line,loam,4,boreal forest,3,timber,timber|clay,1.0,modest,False
H+21+01,21,1,5.76,696.3,open_westerly,0.707,False,0.53,moderate,0,none,False,False,False,False,False,False,True,False,7.17,shallow_well,loam,4,grassland/pasture,5,pasture,pasture|clay,2.0,good,False
H+22+01,22,1,4.48,746.0,open_westerly,0.704,False,0.519,moderate,0,none,False,False,False,False,False,False,False,False,6.94,shallow_well,glacial till,2,boreal forest,3,timber,timber|clay,1.0,modest,False
H+23+01,23,1,4.18,747.7,open_westerly,0.698,False,0.508,moderate,0,none,False,False,False,False,False,False,False,False,7.04,shallow_well,glacial till,2,boreal forest,3,timber,timber|clay,1.0,modest,False
H+24+01,24,1,4.15,757.4,open_westerly,0.667,False,0.497,moderate,0,none,False,False,False,False,False,False,False,False,6.98,shallow_well,glacial till,2,boreal forest,3,timber,timber|metals,1.0,modest,False
H+25+01,25,1,4.15,766.6,open_westerly,0.659,False,0.486,moderate,0,none,False,False,False,False,False,False,False,False,7.02,shallow_well,glacial till,2,boreal forest,3,timber,timber|metals|gems,1.0,modest,False
H+26+01,26,1,3.34,774.7,open_westerly,0.729,False,0.475,moderate,0,none,False,False,False,False,False,False,False,False,7.58,shallow_well,glacial till,2,boreal forest,3,timber,timber|metals|gems,1.0,modest,False
H+27+01,27,1,2.21,869.3,windward,0.755,False,0.464,moderate,0,none,False,False,False,False,False,False,False,False,7.73,shallow_well,glacial till,2,boreal forest,3,timber,timber|stone|metals|gems,1.0,modest,False
H+28+01,28,1,0.87,1004.9,windward,0.767,False,0.46,moderate,0,none,False,False,False,False,False,False,False,False,7.64,shallow_well,glacial till,2,boreal forest,3,timber,timber|stone|metals,1.0,modest,False
H+29+01,29,1,2.02,408.9,leeward,0.542,True,0.668,strong,8,salt_pan,False,False,False,False,True,False,False,False,10.97,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+30+01,30,1,1.95,431.8,calm_interior,0.629,True,0.677,strong,8,salt_pan,False,False,False,False,True,False,False,False,10.91,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+31+01,31,1,1.87,435.0,calm_interior,0.623,True,0.686,strong,8,salt_pan,False,False,False,False,True,False,False,False,10.95,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+32+01,32,1,1.79,440.6,calm_interior,0.618,True,0.697,strong,8,salt_pan,False,False,False,False,True,False,False,False,10.85,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+33+01,33,1,1.73,449.0,calm_interior,0.612,True,0.708,strong,8,salt_pan,False,False,False,False,True,False,False,False,10.56,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+34+01,34,1,1.73,455.7,calm_interior,0.606,True,0.72,strong,8,salt_pan,False,False,False,False,True,False,False,False,10.24,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+35+01,35,1,1.76,459.7,calm_interior,0.601,True,0.733,strong,8,salt_pan,False,False,False,False,True,False,False,False,10.04,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+36+01,36,1,1.82,460.8,calm_interior,0.595,True,0.746,strong,8,salt_pan,False,False,False,False,True,False,False,False,10.07,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+37+01,37,1,1.88,464.7,calm_interior,0.589,True,0.76,strong,8,salt_pan,False,False,False,False,True,False,False,False,10.18,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+38+01,38,1,1.91,469.7,calm_interior,0.584,True,0.774,strong,8,salt_pan,False,False,False,False,True,False,False,False,10.2,dry,saline playa,10,salt flat sparse,11,salt_pans,salt_pans|evaporite_host,0.3,poor,True
H+39+01,39,1,1.17,961.2,open_westerly,0.648,False,0.588,moderate,0,none,False,False,False,False,False,False,False,False,7.19,shallow_well,glacial till,2,boreal forest,3,,limestone_karst,1.0,modest,False
H+40+01,40,1,2.43,829.4,leeward,0.474,False,0.602,moderate,0,none,False,False,False,False,False,False,False,False,7.11,shallow_well,glacial till,2,boreal forest,3,,,1.0,modest,False
H+41+01,41,1,3.53,855.6,leeward,0.481,False,0.616,moderate,0,none,False,False,False,False,False,False,False,False,6.11,shallow_well,glacial till,2,boreal forest,3,,,1.0,modest,False
H+42+01,42,1,4.38,856.3,open_westerly,0.495,False,0.63,moderate,0,none,False,False,False,False,False,False,True,False,2.5,spring_line,loam,4,boreal forest,3,,,1.0,modest,False
H+43+01,43,1,4.75,866.6,open_westerly,0.526,False,0.643,moderate,0,none,False,False,False,False,False,False,True,False,2.5,spring_line,loam,4,boreal forest,3,,,1.0,modest,False
H+44+01,44,1,6.69,899.5,ocean_westerly,0.543,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+45+01,45,1,6.67,905.4,ocean_westerly,0.607,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+46+01,46,1,6.64,902.6,ocean_westerly,0.602,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+47+01,47,1,6.6,896.9,ocean_westerly,0.601,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+48+01,48,1,6.56,880.2,ocean_westerly,0.591,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+49+01,49,1,6.55,859.2,ocean_westerly,0.587,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
H+50+01,50,1,6.57,858.1,ocean_westerly,0.586,False,0.2,maritime,1,ocean,False,False,False,False,False,False,False,False,0.0,dry,none/ocean,0,none/ocean,0,fisheries,fisheries,0.8,modest,False
